id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
469728.0,2022-08-22,segunda-feira,17:30:00,PB,230,"109,6",INGA,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Anoitecer,Crescente,Ignorado,Dupla,Reta,Não,1,0,1,0,0,0,1,1,"-7,2026","-35,5573",SPRF-PB,DEL01-PB,UOP03-DEL01-PB
469743.0,2022-08-22,segunda-feira,21:00:00,PB,101,122,CAAPORA,Condutor Dormindo,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não,4,0,1,0,3,0,1,2,"-7,45038197","-34,97994215",SPRF-PB,DEL01-PB,UOP02-DEL01-PB
470455.0,2022-08-26,sexta-feira,18:20:00,PB,101,87,JOAO PESSOA,Trafegar com motocicleta (ou similar) entre as faixas,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Múltipla,Viaduto,Sim,2,0,1,0,0,1,1,2,"-7,16552706","-34,89770528",SPRF-PB,DEL01-PB,UOP01-DEL01-PB
471339.0,2022-08-30,terça-feira,18:00:00,PB,230,261,JUNCO DO SERIDO,Ausência de reação do condutor,Colisão traseira,Sem Vítimas,Anoitecer,Decrescente,Nublado,Simples,Declive,Sim,3,0,0,0,2,1,0,3,"-6,9942","-36,7127",SPRF-PB,DEL03-PB,UOP01-DEL03-PB
471816.0,2022-09-02,sexta-feira,14:30:00,PB,230,"40,4",SANTA RITA,Demais falhas mecânicas ou elétricas,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Aclive,Sim,3,0,1,0,2,0,1,2,"-7,1432","-34,9869",SPRF-PB,DEL01-PB,UOP03-DEL01-PB
472255.0,2022-08-19,sexta-feira,16:00:00,PB,101,110,ALHANDRA,Condutor Dormindo,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Declive,Sim,5,0,1,0,3,1,1,3,"-7,35255626","-34,94940909",SPRF-PB,DEL01-PB,UOP02-DEL01-PB
472637.0,2022-09-05,segunda-feira,20:00:00,PB,101,24,RIO TINTO,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Sem Vítimas,Plena Noite,Crescente,Nublado,Dupla,Reta,Não,6,0,0,0,6,0,0,2,"-6,69904299","-35,11650009",SPRF-PB,DEL01-PB,UOP04-DEL01-PB
473201.0,2022-09-08,quinta-feira,21:25:00,PB,230,46,SANTA RITA,Demais falhas mecânicas ou elétricas,Saída de leito carroçável,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Dupla,Retorno Regulamentado,Não,2,0,0,0,1,1,0,2,"-7,1635","-35,025",SPRF-PB,DEL01-PB,UOP03-DEL01-PB
473255.0,2022-09-09,sexta-feira,07:45:00,PB,101,82,BAYEUX,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Reta;Aclive,Não,2,0,0,0,2,0,0,2,"-7,12911","-34,93714",SPRF-PB,DEL01-PB,UOP01-DEL01-PB
473563.0,2022-09-10,sábado,18:00:00,PB,101,"83,8",BAYEUX,Acumulo de areia ou detritos sobre o pavimento,Colisão com objeto,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,"-7,1337703","-34,92963914",SPRF-PB,DEL01-PB,UOP01-DEL01-PB
473878.0,2022-09-12,segunda-feira,02:00:00,PB,230,"151,9",CAMPINA GRANDE,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Nevoeiro/Neblina,Simples,Reta,Sim,3,0,0,2,0,1,2,2,"-7,2587","-35,8778",SPRF-PB,DEL02-PB,UOP01-DEL02-PB
474391.0,2022-09-14,quarta-feira,14:30:00,PB,412,59,SAO JOAO DO CARIRI,Demais falhas mecânicas ou elétricas,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,1,0,1,0,0,0,1,1,"-7,410051","-36,542015",SPRF-PB,DEL02-PB,UOP02-DEL02-PB
474873.0,2022-09-17,sábado,02:15:00,PB,230,47,SANTA RITA,Ausência de reação do condutor,Colisão traseira,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não,2,0,0,0,0,2,0,2,"-7,1685","-35,032",SPRF-PB,DEL01-PB,UOP03-DEL01-PB
475205.0,2022-09-18,domingo,13:40:00,PB,230,"40,4",SANTA RITA,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta;Aclive,Não,2,0,1,0,0,1,1,2,"-7,1414","-34,9778",SPRF-PB,DEL01-PB,UOP03-DEL01-PB
475322.0,2022-09-18,domingo,21:40:00,PB,230,"154,3",CAMPINA GRANDE,Ingestão de álcool pelo condutor,Colisão transversal,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,2,0,0,0,2,0,0,2,"-7,2777","-35,8985",SPRF-PB,DEL02-PB,UOP01-DEL02-PB
475813.0,2022-09-21,quarta-feira,17:30:00,PB,104,"72,8",REMIGIO,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Sol,Simples,Reta,Não,2,1,1,0,0,0,1,2,"-6,89593952","-35,89655835",SPRF-PB,DEL02-PB,UOP04-DEL02-PB
476939.0,2022-09-26,segunda-feira,06:45:00,PB,230,166,CAMPINA GRANDE,Manobra de mudança de faixa,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,2,0,0,1,0,1,1,2,"-7,1976","-35,955",SPRF-PB,DEL02-PB,UOP02-DEL02-PB
477118.0,2022-09-27,terça-feira,00:05:00,PB,230,"98,8",GURINHEM,Reação tardia ou ineficiente do condutor,Colisão com objeto,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Dupla,Curva,Não,1,0,0,0,1,0,0,1,"-7,193498","-35,481125",SPRF-PB,DEL01-PB,UOP03-DEL01-PB
477691.0,2022-09-30,sexta-feira,05:30:00,PB,101,"67,3",SANTA RITA,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Amanhecer,Crescente,Céu Claro,Dupla,Reta,Não,1,0,1,0,0,0,1,1,"-7,05298058","-35,03595029",SPRF-PB,DEL01-PB,UOP04-DEL01-PB
477703.0,2022-09-30,sexta-feira,07:05:00,PB,101,"12,6",MAMANGUAPE,Demais falhas mecânicas ou elétricas,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,Não,3,0,1,0,1,1,1,2,"-6,60110408","-35,14339905",SPRF-PB,DEL01-PB,UOP04-DEL01-PB
477984.0,2022-10-01,sábado,13:46:00,PB,230,"0,5",CABEDELO,Ultrapassagem Indevida,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Interseção de Vias,Sim,3,0,0,1,1,2,1,4,"-6,9711","-34,8382",SPRF-PB,DEL01-PB,UOP01-DEL01-PB
478011.0,2022-10-01,sábado,00:00:00,PB,230,274,SANTA LUZIA,Condutor Dormindo,Colisão com objeto,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Simples,Curva,Não,1,0,0,0,1,0,0,1,"-6,9543","-36,8173",SPRF-PB,DEL03-PB,UOP01-DEL03-PB
478442.0,2022-10-03,segunda-feira,15:40:00,PB,230,3,CABEDELO,Condutor deixou de manter distância do veículo da frente,Colisão com objeto,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Simples,Reta;Desvio Temporário;Em Obras,Sim,3,1,0,0,1,2,0,4,"-6,9915","-34,8287",SPRF-PB,DEL01-PB,UOP01-DEL01-PB
478709.0,2022-10-05,quarta-feira,08:40:00,PB,230,"27,9",JOAO PESSOA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Viaduto,Sim,3,0,0,0,3,0,0,2,"-7,1677","-34,8855",SPRF-PB,DEL01-PB,UOP01-DEL01-PB
479280.0,2022-10-07,sexta-feira,19:00:00,PB,230,"464,6",SOUSA,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim,2,0,0,1,1,0,1,2,"-6,7786","-38,2341",SPRF-PB,DEL03-PB,UOP03-DEL03-PB
479787.0,2022-10-10,segunda-feira,04:10:00,PB,101,90,JOAO PESSOA,Condutor Dormindo,Colisão transversal,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,0,0,1,1,0,2,"-7,1831466","-34,901415",SPRF-PB,DEL01-PB,UOP02-DEL01-PB
480397.0,2022-10-13,quinta-feira,12:20:00,PB,230,4,CABEDELO,Demais falhas na via,Colisão com objeto,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Aclive;Viaduto;Reta,Sim,1,0,0,0,1,0,0,1,"-7,00466294","-34,82897636",SPRF-PB,DEL01-PB,UOP01-DEL01-PB
480655.0,2022-09-28,quarta-feira,16:30:00,PB,230,15,CABEDELO,Acessar a via sem observar a presença dos outros veículos,Colisão lateral mesmo sentido,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,2,1,0,0,0,1,0,2,"-7,093","-34,8482",SPRF-PB,DEL01-PB,UOP01-DEL01-PB
481049.0,2022-10-16,domingo,09:50:00,PB,230,27,JOAO PESSOA,Demais falhas mecânicas ou elétricas,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,1,0,1,0,0,0,1,1,"-7,1653252","-34,89506721",SPRF-PB,DEL01-PB,UOP01-DEL01-PB
481365.0,2022-10-18,terça-feira,06:50:00,PB,101,56,SANTA RITA,Ausência de reação do condutor,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,5,0,0,0,4,1,0,2,"-6,96986418","-35,08206934",SPRF-PB,DEL01-PB,UOP04-DEL01-PB
481744.0,2022-10-20,quinta-feira,11:55:00,PB,230,"35,5",BAYEUX,Reação tardia ou ineficiente do condutor,Engavetamento,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Declive,Sim,8,0,2,1,5,0,3,8,"-7,12546091","-34,94450446",SPRF-PB,DEL01-PB,UOP01-DEL01-PB
481982.0,2022-10-21,sexta-feira,12:20:00,PB,230,"49,9",SANTA RITA,Manobra de mudança de faixa,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Não,1,0,1,0,0,0,1,1,"-7,1897","-35,0615",SPRF-PB,DEL01-PB,UOP03-DEL01-PB
482600.0,2022-10-23,domingo,22:30:00,PB,104,"97,7",ESPERANCA,Animais na Pista,Atropelamento de Animal,Sem Vítimas,Plena Noite,Crescente,Nublado,Simples,Reta,Sim,1,0,0,0,1,0,0,1,"-7,02582","-35,856133",SPRF-PB,DEL02-PB,UOP04-DEL02-PB
483280.0,2022-10-27,quinta-feira,18:20:00,PB,230,507,CAJAZEIRAS,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta;Interseção de Vias,Sim,4,0,0,2,1,1,2,3,"-6,90073706","-38,56962919",SPRF-PB,DEL03-PB,UOP03-DEL03-PB
483672.0,2022-10-29,sábado,18:00:00,PB,101,"64,6",SANTA RITA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não,2,0,1,0,1,0,1,2,"-7,03892","-35,052845",SPRF-PB,DEL01-PB,UOP04-DEL01-PB
484312.0,2022-11-01,terça-feira,19:15:00,PB,101,"93,5",CONDE,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não,4,0,2,1,0,1,3,3,"-7,205825","-34,90879",SPRF-PB,DEL01-PB,UOP02-DEL01-PB
485147.0,2022-11-06,domingo,05:00:00,PB,230,260,TENORIO,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Sem Vítimas,Amanhecer,Crescente,Céu Claro,Simples,Declive,Não,1,0,0,0,0,1,0,1,"-7,0033","-36,7061",SPRF-PB,DEL03-PB,UOP01-DEL03-PB
485543.0,2022-11-08,terça-feira,16:15:00,PB,101,101,ALHANDRA,Acessar a via sem observar a presença dos outros veículos,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,1,0,0,1,1,2,"-7,27367006","-34,93816262",SPRF-PB,DEL01-PB,UOP02-DEL01-PB
485875.0,2022-11-10,quinta-feira,10:00:00,PB,230,"407,6",POMBAL,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,3,0,1,0,2,0,1,2,"-6,7733","-37,798",SPRF-PB,DEL03-PB,UOP02-DEL03-PB
485942.0,2022-11-10,quinta-feira,18:00:00,PB,361,"59,8",OLHO DAGUA,Estacionar ou parar em local proibido,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,4,0,2,1,0,1,3,3,"-7,194069","-37,721944",SPRF-PB,DEL03-PB,UOP01-DEL03-PB
486029.0,2022-11-11,sexta-feira,07:40:00,PB,101,90,JOAO PESSOA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Sim,6,0,1,0,4,1,1,6,"-7,18326158","-34,90132324",SPRF-PB,DEL01-PB,UOP02-DEL01-PB
486111.0,2022-11-11,sexta-feira,15:15:00,PB,412,"40,9",SAO JOAO DO CARIRI,Ultrapassagem Indevida,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,2,0,0,1,1,0,1,2,"-7,32829","-36,403881",SPRF-PB,DEL02-PB,UOP02-DEL02-PB
486191.0,2022-11-11,sexta-feira,21:50:00,PB,101,117,CAAPORA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Aclive;Reta,Não,2,0,1,0,1,0,1,2,"-7,41381104","-34,95578047",SPRF-PB,DEL01-PB,UOP02-DEL01-PB
486311.0,2022-11-12,sábado,15:00:00,PB,230,"88,1",JOAO PESSOA,Carga excessiva e/ou mal acondicionada,Derramamento de carga,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,Não,1,0,0,0,1,0,0,1,"-7,16687189","-34,89648219",SPRF-PB,DEL01-PB,UOP03-DEL01-PB
486736.0,2022-11-14,segunda-feira,06:00:00,PB,230,"180,5",POCINHOS,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,3,1,0,0,1,1,0,3,"-7,165","-36,067",SPRF-PB,DEL02-PB,UOP02-DEL02-PB
488324.0,2022-11-25,sexta-feira,09:30:00,PB,230,"136,3",MASSARANDUBA,Reação tardia ou ineficiente do condutor,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Interseção de Vias,Não,2,0,1,0,1,0,1,1,"-7,28210346","-35,77079773",SPRF-PB,DEL02-PB,UOP01-DEL02-PB
488572.0,2022-11-25,sexta-feira,21:50:00,PB,230,"144,9",CAMPINA GRANDE,Pedestre andava na pista,Atropelamento de Pedestre,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Múltipla,Reta,Sim,2,1,0,0,1,0,0,2,"-7,2536","-35,8317",SPRF-PB,DEL02-PB,UOP01-DEL02-PB
488807.0,2022-11-26,sábado,11:00:00,PB,361,"6,4",PATOS,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,3,0,1,1,0,1,2,2,"-7,03594312","-37,31112598",SPRF-PB,DEL03-PB,UOP01-DEL03-PB
488930.0,2022-11-26,sábado,21:30:00,PB,101,"37,8",MAMANGUAPE,Condutor usando celular,Colisão com objeto,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não,2,0,0,0,1,1,0,2,"-6,81169597","-35,13969074",SPRF-PB,DEL01-PB,UOP04-DEL01-PB
488955.0,2022-11-26,sábado,13:30:00,PB,230,169,CAMPINA GRANDE,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,1,0,0,0,1,0,0,1,"-7,1853","-35,9764",SPRF-PB,DEL02-PB,UOP02-DEL02-PB
489241.0,2022-11-27,domingo,20:00:00,PB,230,370,MALTA,Ausência de reação do condutor,Colisão frontal,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,3,1,2,0,0,0,2,2,"-6,908284","-37,55525774",SPRF-PB,DEL03-PB,UOP02-DEL03-PB
489256.0,2022-11-27,domingo,22:50:00,PB,230,"462,8",SOUSA,Pedestre andava na pista,Atropelamento de Pedestre,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim,2,1,0,0,0,1,0,2,"-6,7768","-38,215",SPRF-PB,DEL03-PB,UOP03-DEL03-PB
489267.0,2022-11-27,domingo,22:19:00,PB,101,75,SANTA RITA,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Declive;Curva,Não,1,0,1,0,0,0,1,1,"-7,08342296","-34,97202399",SPRF-PB,DEL01-PB,UOP04-DEL01-PB
489408.0,2022-11-23,quarta-feira,19:40:00,PB,101,117,CAAPORA,Ingestão de álcool pelo condutor,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Declive,Não,2,0,1,0,0,1,1,2,"-7,41357983","-34,95743528",SPRF-PB,DEL01-PB,UOP02-DEL01-PB
489650.0,2022-11-25,sexta-feira,10:45:00,PB,230,"155,7",CAMPINA GRANDE,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,2,1,0,0,1,0,0,2,"-7,2748","-35,9058",SPRF-PB,DEL02-PB,UOP01-DEL02-PB
489673.0,2022-11-29,terça-feira,15:00:00,PB,230,"135,3",CAMPINA GRANDE,Demais falhas mecânicas ou elétricas,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Declive,Não,1,0,1,0,0,0,1,1,"-7,28095409","-35,76963902",SPRF-PB,DEL02-PB,UOP01-DEL02-PB
489986.0,2022-11-11,sexta-feira,16:37:00,PB,230,"20,9",JOAO PESSOA,Trafegar com motocicleta (ou similar) entre as faixas,Colisão lateral mesmo sentido,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,3,1,0,0,1,3,0,5,"-7,1337","-34,8544",SPRF-PB,DEL01-PB,UOP01-DEL01-PB
490096.0,2022-12-01,quinta-feira,18:00:00,PB,230,202,SOLEDADE,Ultrapassagem Indevida,Colisão lateral sentido oposto,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Simples,Reta,Não,3,0,1,0,2,0,1,2,"-7,0984","-36,253",SPRF-PB,DEL02-PB,UOP02-DEL02-PB
490532.0,2022-12-03,sábado,14:43:00,PB,101,93,JOAO PESSOA,Reação tardia ou ineficiente do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Aclive,Sim,2,0,1,0,1,0,1,2,"-7,205825","-34,90879",SPRF-PB,DEL01-PB,UOP02-DEL01-PB
491276.0,2022-12-07,quarta-feira,08:30:00,PB,101,86,JOAO PESSOA,Demais falhas mecânicas ou elétricas,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,Sim,5,0,1,0,3,1,1,3,"-7,15118983","-34,91012184",SPRF-PB,DEL01-PB,UOP01-DEL01-PB
491299.0,2022-12-07,quarta-feira,10:20:00,PB,230,"35,6",SANTA RITA,Condutor deixou de manter distância do veículo da frente,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,Não,4,0,1,0,2,1,1,3,"-7,1268","-34,9412",SPRF-PB,DEL01-PB,UOP01-DEL01-PB
491301.0,2022-12-07,quarta-feira,10:30:00,PB,230,"35,7",SANTA RITA,Reação tardia ou ineficiente do condutor,Colisão com objeto,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Declive;Curva,Sim,1,0,0,0,1,0,0,1,"-7,125114","-34,946503",SPRF-PB,DEL01-PB,UOP01-DEL01-PB
491509.0,2022-11-11,sexta-feira,00:40:00,PB,230,"76,8",RIACHAO DO POCO,Objeto estático sobre o leito carroçável,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não,3,0,2,0,0,1,2,3,"-7,18461678","-35,29654976",SPRF-PB,DEL01-PB,UOP03-DEL01-PB
491841.0,2022-12-09,sexta-feira,22:50:00,PB,230,36,SANTA RITA,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não,1,0,0,0,1,0,0,1,"-7,1246","-34,9473",SPRF-PB,DEL01-PB,UOP03-DEL01-PB
491932.0,2022-12-10,sábado,11:33:00,PB,230,"103,2",MOGEIRO,Condutor Dormindo,Saída de leito carroçável,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,0,0,1,1,0,2,"-7,2042","-35,5058",SPRF-PB,DEL01-PB,UOP03-DEL01-PB
492819.0,2022-12-14,quarta-feira,18:50:00,PB,101,"86,5",BAYEUX,Manobra de mudança de faixa,Colisão com objeto,Sem Vítimas,Plena Noite,Crescente,Nublado,Dupla,Reta,Sim,1,0,0,0,1,0,0,1,"-7,15118983","-34,91012184",SPRF-PB,DEL01-PB,UOP01-DEL01-PB
492932.0,2022-12-15,quinta-feira,11:45:00,PB,230,"35,9",SANTA RITA,Problema com o freio,Colisão com objeto,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Múltipla,Aclive,Sim,2,0,0,0,1,1,0,2,"-7,1246","-34,9473",SPRF-PB,DEL01-PB,UOP03-DEL01-PB
494040.0,2022-12-20,terça-feira,16:15:00,PB,230,"18,9",JOAO PESSOA,Ausência de reação do condutor,Engavetamento,Sem Vítimas,Pleno dia,Crescente,Sol,Múltipla,Curva,Sim,3,0,0,0,2,1,0,3,"-7,1281","-34,8466",SPRF-PB,DEL01-PB,UOP01-DEL01-PB
494365.0,2022-12-22,quinta-feira,03:30:00,PB,230,269,SANTA LUZIA,Animais na Pista,Atropelamento de Animal,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,3,0,0,0,3,0,0,1,"-6,9674","-36,7726",SPRF-PB,DEL03-PB,UOP01-DEL03-PB
494854.0,2022-12-23,sexta-feira,23:10:00,PB,230,184,POCINHOS,Ausência de reação do condutor,Colisão com objeto,Sem Vítimas,Plena Noite,Crescente,Nublado,Simples,Reta,Sim,2,0,0,0,2,0,0,2,"-7,153","-36,1016",SPRF-PB,DEL02-PB,UOP02-DEL02-PB
495355.0,2022-12-26,segunda-feira,07:50:00,PB,101,119,CAAPORA,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Pleno dia,Decrescente,Sol,Dupla,Aclive;Curva,Não,1,0,0,0,1,0,0,1,"-7,42897814","-34,96672977",SPRF-PB,DEL01-PB,UOP02-DEL01-PB
495428.0,2022-12-26,segunda-feira,14:35:00,PB,230,"314,7",SAO MAMEDE,Ultrapassagem Indevida,Saída de leito carroçável,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,7,2,0,2,3,0,2,2,"-6,944416","-37,1069",SPRF-PB,DEL03-PB,UOP01-DEL03-PB
495702.0,2022-12-27,terça-feira,17:30:00,PB,104,"114,2",LAGOA SECA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim,2,0,1,0,1,0,1,2,"-7,1620139","-35,85712429",SPRF-PB,DEL02-PB,UOP04-DEL02-PB
502637.0,2022-12-30,sexta-feira,14:20:00,PB,104,"133,5",QUEIMADAS,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Fatais,Pleno dia,Crescente,Sol,Simples,Reta,Sim,2,1,0,0,0,1,0,2,"-7,31674795","-35,89500926",SPRF-PB,DEL02-PB,UOP03-DEL02-PB
530882.0,2022-09-03,sábado,04:40:00,PB,230,28,JOAO PESSOA,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Ignorado,Dupla,Reta,Sim,2,0,0,1,0,1,1,2,"-7,16499814","-34,89927292",SPRF-PB,DEL01-PB,UOP01-DEL01-PB
408527.0,2022-01-14,sexta-feira,08:20:00,PB,230,14,CABEDELO,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,0,1,1,2,"-7,0844","-34,8488",SPRF-PB,DEL01-PB,UOP01-DEL01-PB
479763.0,2022-10-09,domingo,23:08:00,PB,230,56,CRUZ DO ESPIRITO SANTO,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Não,3,0,1,0,1,1,1,2,"-7,2021","-35,1038",SPRF-PB,DEL01-PB,UOP03-DEL01-PB
442635.0,2022-04-10,domingo,08:00:00,PB,230,27,JOAO PESSOA,Reação tardia ou ineficiente do condutor,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,2,0,1,0,0,1,1,2,"-7,1677","-34,8855",SPRF-PB,DEL01-PB,UOP01-DEL01-PB
411451.0,2022-01-27,quinta-feira,18:30:00,PB,101,"8,5",MATARACA,Ingestão de álcool pelo condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Não,4,0,1,0,2,1,1,3,"-6,56597091","-35,14256709",SPRF-PB,DEL01-PB,UOP04-DEL01-PB
417735.0,2022-02-27,domingo,22:30:00,PB,230,48,SANTA RITA,Acessar a via sem observar a presença dos outros veículos,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não,3,0,1,0,1,1,1,3,"-7,174","-35,0397",SPRF-PB,DEL01-PB,UOP03-DEL01-PB
444049.0,2022-04-16,sábado,09:20:00,PB,230,"8,2",CABEDELO,Avarias e/ou desgaste excessivo no pneu,Colisão com objeto,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim,4,1,1,1,0,1,2,2,"-7,0355","-34,8429",SPRF-PB,DEL01-PB,UOP01-DEL01-PB
449096.0,2022-05-11,quarta-feira,10:00:00,PB,230,154,CAMPINA GRANDE,Carga excessiva e/ou mal acondicionada,Derramamento de carga,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,Sim,4,0,1,1,1,1,2,3,"-7,2777","-35,8985",SPRF-PB,DEL02-PB,UOP01-DEL02-PB
